path,label,dataset,source_path,speaker_id,gender,transcription
data/external/hf_dialects/changsha/0001.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_0.WAV,G0001,女,北京爱数智慧语音采集。
data/external/hf_dialects/changsha/0002.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_1.WAV,G0001,女,先讲咯杂衣服咯。
data/external/hf_dialects/changsha/0003.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_2.WAV,G0001,女,那基本上都是在网上买，以前的话嘞我就喜欢逛淘宝，
data/external/hf_dialects/changsha/0004.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_3.WAV,G0001,女,感觉咯杂淘宝嘞还是比较比较好，
data/external/hf_dialects/changsha/0005.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_4.WAV,G0001,女,现在嘞我又特别喜欢逛拼多多，
data/external/hf_dialects/changsha/0006.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_5.WAV,G0001,女,以前嘞对以前嘞觉得咯啊拼多多嘞它可能咯啊质量不蛮好，所以嘞它才便宜嘛，
data/external/hf_dialects/changsha/0007.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_6.WAV,G0001,女,然后嘞现在后背有一段时间尤其是生咖细伢子之后，感觉咯细伢子咯啊衣服嘞，
data/external/hf_dialects/changsha/0008.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_7.WAV,G0001,女,都上面看哒呀买咖几件呐，好像还可以一样，然后就爱上了拼多多，
data/external/hf_dialects/changsha/0009.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_8.WAV,G0001,女,又便宜又好，
data/external/hf_dialects/changsha/0010.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_9.WAV,G0001,女,对对对，我也是咯样觉得的，
data/external/hf_dialects/changsha/0011.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_10.WAV,G0001,女,反正嘞现在咯啊拼多多嘞它一般也不敢搞那很朔的，搞那很朔的的话嘞它这个牌子也不好搞，
data/external/hf_dialects/changsha/0012.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_11.WAV,G0001,女,现在咯拼多多它就是，现在是属于第二杂
data/external/hf_dialects/changsha/0013.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_12.WAV,G0001,女,第，反正是超过淘感感觉跟上淘宝哒咯，它也上市哒是吧，
data/external/hf_dialects/changsha/0014.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_13.WAV,G0001,女,我知道我晓得晓得晓得，
data/external/hf_dialects/changsha/0015.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_14.WAV,G0001,女,我以前以前觉得那哈批发的地方反正还可以咯，但是有一次我不是都那哈广州那哈批发市场克啵，
data/external/hf_dialects/changsha/0016.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_15.WAV,G0001,女,他里讲都那杂地方反正是一泡衣服都是论斤买的嘛，
data/external/hf_dialects/changsha/0017.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_16.WAV,G0001,女,恩好多好多钱一斤然后几百件几十件的买起回来，然后就几百件几十几十块钱的买一件买起出克
data/external/hf_dialects/changsha/0018.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_17.WAV,G0001,女,那那哈衣服我感觉确实
data/external/hf_dialects/changsha/0019.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_18.WAV,G0001,女,何解讲咯，骗咖反正洗伽之后啊熨咖之后啊看起来还可以，但是实际上的话那哈衣服确实还是不蛮好，
data/external/hf_dialects/changsha/0020.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_19.WAV,G0001,女,那现在的话现在咯啊网上的咯哈便宜的咯啊衣服的话有时几有时候也是不放心嘞其实，
data/external/hf_dialects/changsha/0021.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_20.WAV,G0001,女,它很多毕竟它喊咯啊厂家出厂啦，
data/external/hf_dialects/changsha/0022.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_21.WAV,G0001,女,很多东西都讲不定，恩看不见嘛对啵，恩只能够说买到你手上啦恩洗干净点阿子，
data/external/hf_dialects/changsha/0023.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_22.WAV,G0001,女,可能嘞就心里放心点，
data/external/hf_dialects/changsha/0024.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_23.WAV,G0001,女,有毒物质咯，那那材料啊东西，
data/external/hf_dialects/changsha/0025.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_24.WAV,G0001,女,是的是的，我上次跟我老公买咖两件那哈那哈冬天马上换季节那哈长袖子，
data/external/hf_dialects/changsha/0026.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_25.WAV,G0001,女,那哈T恤都网上看哒那哈照片呐东西啊都蛮好，
data/external/hf_dialects/changsha/0027.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_26.WAV,G0001,女,后边送得我手上嘞买的一件黑色的嘞他发得我的是一件灰色的，
data/external/hf_dialects/changsha/0028.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_27.WAV,G0001,女,买的那哈图片那哈样式嘞也不是那哈样式，便宜是便宜咯二三十块钱一件，
data/external/hf_dialects/changsha/0029.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_28.WAV,G0001,女,我老公讲的再也不都咯杂网上买咯鬼哒，
data/external/hf_dialects/changsha/0030.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_29.WAV,G0001,女,哎恩恩喜欢买买衣服吧，我我屋里老公我感觉他反正每杂季节他就是两套衣服换哒穿，
data/external/hf_dialects/changsha/0031.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_30.WAV,G0001,女,也也些话的，他反正只要主要是要买得好咯，恩说咯啊二三十块钱一件的他咯穿哒一两回他就不爱哒，
data/external/hf_dialects/changsha/0032.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_31.WAV,G0001,女,所以我干脆就懒得给他买，每次他的衣服嘞反正都是克逛街，都街上克买，
data/external/hf_dialects/changsha/0033.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_32.WAV,G0001,女,对对对，男士的话我感觉还是咯啊衣服还是讲究一点阿子，啊女生的话恩像我我一年
data/external/hf_dialects/changsha/0034.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_33.WAV,G0001,女,一一个月我至少要买泡把套衣服，我要买得贵，我会会做自噶买穷克，
data/external/hf_dialects/changsha/0035.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_34.WAV,G0001,女,反正都网上看哒咯啊样式好的呀买起回来穿哒一两回又要得哒，
data/external/hf_dialects/changsha/0036.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_35.WAV,G0001,女,反正一年四季要要换新的，
data/external/hf_dialects/changsha/0037.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_36.WAV,G0001,女,对对对那是肯定的，
data/external/hf_dialects/changsha/0038.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_37.WAV,G0001,女,恩说恩恩像我里如果到外边克那哈步行街啊东西，恩恩走得街上克，
data/external/hf_dialects/changsha/0039.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_38.WAV,G0001,女,呃反正那一排的店子咯，一排的店子可能
data/external/hf_dialects/changsha/0040.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_39.WAV,G0001,女,四五十杂店子有三四杂是男装，其他全部都是女装，
data/external/hf_dialects/changsha/0041.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_40.WAV,G0001,女,那讲啊子咯哈喫东西看呐，
data/external/hf_dialects/changsha/0042.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_41.WAV,G0001,女,你一般是
data/external/hf_dialects/changsha/0043.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_42.WAV,G0001,女,你一般是都屋里喫还是都外边喫嘞，
data/external/hf_dialects/changsha/0044.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_43.WAV,G0001,女,他现他现在咯哈外边的咯哈
data/external/hf_dialects/changsha/0045.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_44.WAV,G0001,女,嗯咯哈饭菜啊东西啊好像都不是不是很很很很嗍里，
data/external/hf_dialects/changsha/0046.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_45.WAV,G0001,女,是的嘞是的嘞，咯杂一一讲起咯啊喫东西嘞现在咯不是点外卖的嘞特别多啦，
data/external/hf_dialects/changsha/0047.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_46.WAV,G0001,女,然后然后那那哈那哈外卖嘞我我弟弟他前一向子开始都长沙咯里开始
data/external/hf_dialects/changsha/0048.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_47.WAV,G0001,女,送外卖嘛啊他不是送外卖他是跑腿的那种咯，
data/external/hf_dialects/changsha/0049.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_48.WAV,G0001,女,然后也有那种点餐送的，
data/external/hf_dialects/changsha/0050.wav,changsha,TingChen-ppmc/Changsha_Dialect_Conversational_Speech_Corpus,A0001_S001_0_G0001_49.WAV,G0001,女,然后他就跟我讲他说
data/external/hf_dialects/nanchang/0001.wav,nanchang,,0001.wav,,,
data/external/hf_dialects/nanchang/0002.wav,nanchang,,0002.wav,,,
data/external/hf_dialects/nanchang/0003.wav,nanchang,,0003.wav,,,
data/external/hf_dialects/nanchang/0004.wav,nanchang,,0004.wav,,,
data/external/hf_dialects/nanchang/0005.wav,nanchang,,0005.wav,,,
data/external/hf_dialects/nanchang/0006.wav,nanchang,,0006.wav,,,
data/external/hf_dialects/nanchang/0007.wav,nanchang,,0007.wav,,,
data/external/hf_dialects/nanchang/0008.wav,nanchang,,0008.wav,,,
data/external/hf_dialects/nanchang/0009.wav,nanchang,,0009.wav,,,
data/external/hf_dialects/nanchang/0010.wav,nanchang,,0010.wav,,,
data/external/hf_dialects/nanchang/0011.wav,nanchang,,0011.wav,,,
data/external/hf_dialects/nanchang/0012.wav,nanchang,,0012.wav,,,
data/external/hf_dialects/nanchang/0013.wav,nanchang,,0013.wav,,,
data/external/hf_dialects/nanchang/0014.wav,nanchang,,0014.wav,,,
data/external/hf_dialects/nanchang/0015.wav,nanchang,,0015.wav,,,
data/external/hf_dialects/nanchang/0016.wav,nanchang,,0016.wav,,,
data/external/hf_dialects/nanchang/0017.wav,nanchang,,0017.wav,,,
data/external/hf_dialects/nanchang/0018.wav,nanchang,,0018.wav,,,
data/external/hf_dialects/nanchang/0019.wav,nanchang,,0019.wav,,,
data/external/hf_dialects/nanchang/0020.wav,nanchang,,0020.wav,,,
data/external/hf_dialects/nanchang/0021.wav,nanchang,,0021.wav,,,
data/external/hf_dialects/nanchang/0022.wav,nanchang,,0022.wav,,,
data/external/hf_dialects/nanchang/0023.wav,nanchang,,0023.wav,,,
data/external/hf_dialects/nanchang/0024.wav,nanchang,,0024.wav,,,
data/external/hf_dialects/nanchang/0025.wav,nanchang,,0025.wav,,,
data/external/hf_dialects/nanchang/0026.wav,nanchang,,0026.wav,,,
data/external/hf_dialects/nanchang/0027.wav,nanchang,,0027.wav,,,
data/external/hf_dialects/nanchang/0028.wav,nanchang,,0028.wav,,,
data/external/hf_dialects/nanchang/0029.wav,nanchang,,0029.wav,,,
data/external/hf_dialects/nanchang/0030.wav,nanchang,,0030.wav,,,
data/external/hf_dialects/nanchang/0031.wav,nanchang,,0031.wav,,,
data/external/hf_dialects/nanchang/0032.wav,nanchang,,0032.wav,,,
data/external/hf_dialects/nanchang/0033.wav,nanchang,,0033.wav,,,
data/external/hf_dialects/nanchang/0034.wav,nanchang,,0034.wav,,,
data/external/hf_dialects/nanchang/0035.wav,nanchang,,0035.wav,,,
data/external/hf_dialects/nanchang/0036.wav,nanchang,,0036.wav,,,
data/external/hf_dialects/nanchang/0037.wav,nanchang,,0037.wav,,,
data/external/hf_dialects/nanchang/0038.wav,nanchang,,0038.wav,,,
data/external/hf_dialects/nanchang/0039.wav,nanchang,,0039.wav,,,
data/external/hf_dialects/nanchang/0040.wav,nanchang,,0040.wav,,,
data/external/hf_dialects/nanchang/0041.wav,nanchang,,0041.wav,,,
data/external/hf_dialects/nanchang/0042.wav,nanchang,,0042.wav,,,
data/external/hf_dialects/nanchang/0043.wav,nanchang,,0043.wav,,,
data/external/hf_dialects/nanchang/0044.wav,nanchang,,0044.wav,,,
data/external/hf_dialects/nanchang/0045.wav,nanchang,,0045.wav,,,
data/external/hf_dialects/nanchang/0046.wav,nanchang,,0046.wav,,,
data/external/hf_dialects/nanchang/0047.wav,nanchang,,0047.wav,,,
data/external/hf_dialects/nanchang/0048.wav,nanchang,,0048.wav,,,
data/external/hf_dialects/nanchang/0049.wav,nanchang,,0049.wav,,,
data/external/hf_dialects/nanchang/0050.wav,nanchang,,0050.wav,,,
data/external/hf_dialects/shanghai/0001.wav,shanghai,,0001.wav,,,
data/external/hf_dialects/shanghai/0002.wav,shanghai,,0002.wav,,,
data/external/hf_dialects/shanghai/0003.wav,shanghai,,0003.wav,,,
data/external/hf_dialects/shanghai/0004.wav,shanghai,,0004.wav,,,
data/external/hf_dialects/shanghai/0005.wav,shanghai,,0005.wav,,,
data/external/hf_dialects/shanghai/0006.wav,shanghai,,0006.wav,,,
data/external/hf_dialects/shanghai/0007.wav,shanghai,,0007.wav,,,
data/external/hf_dialects/shanghai/0008.wav,shanghai,,0008.wav,,,
data/external/hf_dialects/shanghai/0009.wav,shanghai,,0009.wav,,,
data/external/hf_dialects/shanghai/0010.wav,shanghai,,0010.wav,,,
data/external/hf_dialects/shanghai/0011.wav,shanghai,,0011.wav,,,
data/external/hf_dialects/shanghai/0012.wav,shanghai,,0012.wav,,,
data/external/hf_dialects/shanghai/0013.wav,shanghai,,0013.wav,,,
data/external/hf_dialects/shanghai/0014.wav,shanghai,,0014.wav,,,
data/external/hf_dialects/shanghai/0015.wav,shanghai,,0015.wav,,,
data/external/hf_dialects/shanghai/0016.wav,shanghai,,0016.wav,,,
data/external/hf_dialects/shanghai/0017.wav,shanghai,,0017.wav,,,
data/external/hf_dialects/shanghai/0018.wav,shanghai,,0018.wav,,,
data/external/hf_dialects/shanghai/0019.wav,shanghai,,0019.wav,,,
data/external/hf_dialects/shanghai/0020.wav,shanghai,,0020.wav,,,
data/external/hf_dialects/shanghai/0021.wav,shanghai,,0021.wav,,,
data/external/hf_dialects/shanghai/0022.wav,shanghai,,0022.wav,,,
data/external/hf_dialects/shanghai/0023.wav,shanghai,,0023.wav,,,
data/external/hf_dialects/shanghai/0024.wav,shanghai,,0024.wav,,,
data/external/hf_dialects/shanghai/0025.wav,shanghai,,0025.wav,,,
data/external/hf_dialects/shanghai/0026.wav,shanghai,,0026.wav,,,
data/external/hf_dialects/shanghai/0027.wav,shanghai,,0027.wav,,,
data/external/hf_dialects/shanghai/0028.wav,shanghai,,0028.wav,,,
data/external/hf_dialects/shanghai/0029.wav,shanghai,,0029.wav,,,
data/external/hf_dialects/shanghai/0030.wav,shanghai,,0030.wav,,,
data/external/hf_dialects/shanghai/0031.wav,shanghai,,0031.wav,,,
data/external/hf_dialects/shanghai/0032.wav,shanghai,,0032.wav,,,
data/external/hf_dialects/shanghai/0033.wav,shanghai,,0033.wav,,,
data/external/hf_dialects/shanghai/0034.wav,shanghai,,0034.wav,,,
data/external/hf_dialects/shanghai/0035.wav,shanghai,,0035.wav,,,
data/external/hf_dialects/shanghai/0036.wav,shanghai,,0036.wav,,,
data/external/hf_dialects/shanghai/0037.wav,shanghai,,0037.wav,,,
data/external/hf_dialects/shanghai/0038.wav,shanghai,,0038.wav,,,
data/external/hf_dialects/shanghai/0039.wav,shanghai,,0039.wav,,,
data/external/hf_dialects/shanghai/0040.wav,shanghai,,0040.wav,,,
data/external/hf_dialects/shanghai/0041.wav,shanghai,,0041.wav,,,
data/external/hf_dialects/shanghai/0042.wav,shanghai,,0042.wav,,,
data/external/hf_dialects/shanghai/0043.wav,shanghai,,0043.wav,,,
data/external/hf_dialects/shanghai/0044.wav,shanghai,,0044.wav,,,
data/external/hf_dialects/shanghai/0045.wav,shanghai,,0045.wav,,,
data/external/hf_dialects/shanghai/0046.wav,shanghai,,0046.wav,,,
data/external/hf_dialects/shanghai/0047.wav,shanghai,,0047.wav,,,
data/external/hf_dialects/shanghai/0048.wav,shanghai,,0048.wav,,,
data/external/hf_dialects/shanghai/0049.wav,shanghai,,0049.wav,,,
data/external/hf_dialects/shanghai/0050.wav,shanghai,,0050.wav,,,
data/external/hf_dialects/tianjin/0001.wav,tianjin,,0001.wav,,,
data/external/hf_dialects/tianjin/0002.wav,tianjin,,0002.wav,,,
data/external/hf_dialects/tianjin/0003.wav,tianjin,,0003.wav,,,
data/external/hf_dialects/tianjin/0004.wav,tianjin,,0004.wav,,,
data/external/hf_dialects/tianjin/0005.wav,tianjin,,0005.wav,,,
data/external/hf_dialects/tianjin/0006.wav,tianjin,,0006.wav,,,
data/external/hf_dialects/tianjin/0007.wav,tianjin,,0007.wav,,,
data/external/hf_dialects/tianjin/0008.wav,tianjin,,0008.wav,,,
data/external/hf_dialects/tianjin/0009.wav,tianjin,,0009.wav,,,
data/external/hf_dialects/tianjin/0010.wav,tianjin,,0010.wav,,,
data/external/hf_dialects/tianjin/0011.wav,tianjin,,0011.wav,,,
data/external/hf_dialects/tianjin/0012.wav,tianjin,,0012.wav,,,
data/external/hf_dialects/tianjin/0013.wav,tianjin,,0013.wav,,,
data/external/hf_dialects/tianjin/0014.wav,tianjin,,0014.wav,,,
data/external/hf_dialects/tianjin/0015.wav,tianjin,,0015.wav,,,
data/external/hf_dialects/tianjin/0016.wav,tianjin,,0016.wav,,,
data/external/hf_dialects/tianjin/0017.wav,tianjin,,0017.wav,,,
data/external/hf_dialects/tianjin/0018.wav,tianjin,,0018.wav,,,
data/external/hf_dialects/tianjin/0019.wav,tianjin,,0019.wav,,,
data/external/hf_dialects/tianjin/0020.wav,tianjin,,0020.wav,,,
data/external/hf_dialects/tianjin/0021.wav,tianjin,,0021.wav,,,
data/external/hf_dialects/tianjin/0022.wav,tianjin,,0022.wav,,,
data/external/hf_dialects/tianjin/0023.wav,tianjin,,0023.wav,,,
data/external/hf_dialects/tianjin/0024.wav,tianjin,,0024.wav,,,
data/external/hf_dialects/tianjin/0025.wav,tianjin,,0025.wav,,,
data/external/hf_dialects/tianjin/0026.wav,tianjin,,0026.wav,,,
data/external/hf_dialects/tianjin/0027.wav,tianjin,,0027.wav,,,
data/external/hf_dialects/tianjin/0028.wav,tianjin,,0028.wav,,,
data/external/hf_dialects/tianjin/0029.wav,tianjin,,0029.wav,,,
data/external/hf_dialects/tianjin/0030.wav,tianjin,,0030.wav,,,
data/external/hf_dialects/tianjin/0031.wav,tianjin,,0031.wav,,,
data/external/hf_dialects/tianjin/0032.wav,tianjin,,0032.wav,,,
data/external/hf_dialects/tianjin/0033.wav,tianjin,,0033.wav,,,
data/external/hf_dialects/tianjin/0034.wav,tianjin,,0034.wav,,,
data/external/hf_dialects/tianjin/0035.wav,tianjin,,0035.wav,,,
data/external/hf_dialects/tianjin/0036.wav,tianjin,,0036.wav,,,
data/external/hf_dialects/tianjin/0037.wav,tianjin,,0037.wav,,,
data/external/hf_dialects/tianjin/0038.wav,tianjin,,0038.wav,,,
data/external/hf_dialects/tianjin/0039.wav,tianjin,,0039.wav,,,
data/external/hf_dialects/tianjin/0040.wav,tianjin,,0040.wav,,,
data/external/hf_dialects/tianjin/0041.wav,tianjin,,0041.wav,,,
data/external/hf_dialects/tianjin/0042.wav,tianjin,,0042.wav,,,
data/external/hf_dialects/tianjin/0043.wav,tianjin,,0043.wav,,,
data/external/hf_dialects/tianjin/0044.wav,tianjin,,0044.wav,,,
data/external/hf_dialects/tianjin/0045.wav,tianjin,,0045.wav,,,
data/external/hf_dialects/tianjin/0046.wav,tianjin,,0046.wav,,,
data/external/hf_dialects/tianjin/0047.wav,tianjin,,0047.wav,,,
data/external/hf_dialects/tianjin/0048.wav,tianjin,,0048.wav,,,
data/external/hf_dialects/tianjin/0049.wav,tianjin,,0049.wav,,,
data/external/hf_dialects/tianjin/0050.wav,tianjin,,0050.wav,,,
data/external/hf_dialects/zhengzhou/0001.wav,zhengzhou,,0001.wav,,,
data/external/hf_dialects/zhengzhou/0002.wav,zhengzhou,,0002.wav,,,
data/external/hf_dialects/zhengzhou/0003.wav,zhengzhou,,0003.wav,,,
data/external/hf_dialects/zhengzhou/0004.wav,zhengzhou,,0004.wav,,,
data/external/hf_dialects/zhengzhou/0005.wav,zhengzhou,,0005.wav,,,
data/external/hf_dialects/zhengzhou/0006.wav,zhengzhou,,0006.wav,,,
data/external/hf_dialects/zhengzhou/0007.wav,zhengzhou,,0007.wav,,,
data/external/hf_dialects/zhengzhou/0008.wav,zhengzhou,,0008.wav,,,
data/external/hf_dialects/zhengzhou/0009.wav,zhengzhou,,0009.wav,,,
data/external/hf_dialects/zhengzhou/0010.wav,zhengzhou,,0010.wav,,,
data/external/hf_dialects/zhengzhou/0011.wav,zhengzhou,,0011.wav,,,
data/external/hf_dialects/zhengzhou/0012.wav,zhengzhou,,0012.wav,,,
data/external/hf_dialects/zhengzhou/0013.wav,zhengzhou,,0013.wav,,,
data/external/hf_dialects/zhengzhou/0014.wav,zhengzhou,,0014.wav,,,
data/external/hf_dialects/zhengzhou/0015.wav,zhengzhou,,0015.wav,,,
data/external/hf_dialects/zhengzhou/0016.wav,zhengzhou,,0016.wav,,,
data/external/hf_dialects/zhengzhou/0017.wav,zhengzhou,,0017.wav,,,
data/external/hf_dialects/zhengzhou/0018.wav,zhengzhou,,0018.wav,,,
data/external/hf_dialects/zhengzhou/0019.wav,zhengzhou,,0019.wav,,,
data/external/hf_dialects/zhengzhou/0020.wav,zhengzhou,,0020.wav,,,
data/external/hf_dialects/zhengzhou/0021.wav,zhengzhou,,0021.wav,,,
data/external/hf_dialects/zhengzhou/0022.wav,zhengzhou,,0022.wav,,,
data/external/hf_dialects/zhengzhou/0023.wav,zhengzhou,,0023.wav,,,
data/external/hf_dialects/zhengzhou/0024.wav,zhengzhou,,0024.wav,,,
data/external/hf_dialects/zhengzhou/0025.wav,zhengzhou,,0025.wav,,,
data/external/hf_dialects/zhengzhou/0026.wav,zhengzhou,,0026.wav,,,
data/external/hf_dialects/zhengzhou/0027.wav,zhengzhou,,0027.wav,,,
data/external/hf_dialects/zhengzhou/0028.wav,zhengzhou,,0028.wav,,,
data/external/hf_dialects/zhengzhou/0029.wav,zhengzhou,,0029.wav,,,
data/external/hf_dialects/zhengzhou/0030.wav,zhengzhou,,0030.wav,,,
data/external/hf_dialects/zhengzhou/0031.wav,zhengzhou,,0031.wav,,,
data/external/hf_dialects/zhengzhou/0032.wav,zhengzhou,,0032.wav,,,
data/external/hf_dialects/zhengzhou/0033.wav,zhengzhou,,0033.wav,,,
data/external/hf_dialects/zhengzhou/0034.wav,zhengzhou,,0034.wav,,,
data/external/hf_dialects/zhengzhou/0035.wav,zhengzhou,,0035.wav,,,
data/external/hf_dialects/zhengzhou/0036.wav,zhengzhou,,0036.wav,,,
data/external/hf_dialects/zhengzhou/0037.wav,zhengzhou,,0037.wav,,,
data/external/hf_dialects/zhengzhou/0038.wav,zhengzhou,,0038.wav,,,
data/external/hf_dialects/zhengzhou/0039.wav,zhengzhou,,0039.wav,,,
data/external/hf_dialects/zhengzhou/0040.wav,zhengzhou,,0040.wav,,,
data/external/hf_dialects/zhengzhou/0041.wav,zhengzhou,,0041.wav,,,
data/external/hf_dialects/zhengzhou/0042.wav,zhengzhou,,0042.wav,,,
data/external/hf_dialects/zhengzhou/0043.wav,zhengzhou,,0043.wav,,,
data/external/hf_dialects/zhengzhou/0044.wav,zhengzhou,,0044.wav,,,
data/external/hf_dialects/zhengzhou/0045.wav,zhengzhou,,0045.wav,,,
data/external/hf_dialects/zhengzhou/0046.wav,zhengzhou,,0046.wav,,,
data/external/hf_dialects/zhengzhou/0047.wav,zhengzhou,,0047.wav,,,
data/external/hf_dialects/zhengzhou/0048.wav,zhengzhou,,0048.wav,,,
data/external/hf_dialects/zhengzhou/0049.wav,zhengzhou,,0049.wav,,,
data/external/hf_dialects/zhengzhou/0050.wav,zhengzhou,,0050.wav,,,
